"SiteID","DepthClass","Depth","source","x","y"
"2","BR",0,"SSURGO",-109.825735376098,43.2742211660626
"3","BR",0,"SSURGO",-110.15781348486,43.2706982653496
"4","BR",0,"SSURGO",-109.836021511069,43.1538629503771
"5","BR",0,"SSURGO",-109.857477584642,43.1329117690577
"6","BR",0,"SSURGO",-109.704344444312,43.0375967232987
"7","BR",0,"SSURGO",-109.494021864258,42.997230839788
"8","BR",0,"SSURGO",-109.794824732295,43.2426252845187
"9","BR",0,"SSURGO",-110.129639387063,43.3204491538776
"10","BR",0,"SSURGO",-109.812632606336,43.2210118072975
"11","BR",0,"SSURGO",-109.902700125322,43.224300056192
"12","BR",0,"SSURGO",-109.910784941665,43.185356274062
"13","BR",0,"SSURGO",-109.778778603691,43.2384606716759
"14","BR",0,"SSURGO",-110.150327826936,43.265224950653
"15","BR",0,"SSURGO",-109.744709661377,43.2445692189832
"16","BR",0,"SSURGO",-110.104152770759,43.2457087628548
"17","BR",0,"SSURGO",-109.515286812121,43.0062579348096
"18","BR",0,"SSURGO",-109.855666688945,43.1481586601206
"19","BR",0,"SSURGO",-109.854605483076,43.1873845682095
"20","BR",0,"SSURGO",-109.902018203319,43.1745584379966
"21","BR",0,"SSURGO",-109.880286161593,43.1760189047291
"22","BR",0,"SSURGO",-110.245803567858,43.3459457542706
"23","BR",0,"SSURGO",-109.701223569708,43.1031878412534
"24","BR",0,"SSURGO",-109.257332257331,42.8132369151364
"25","BR",0,"SSURGO",-109.815569124639,43.3262725949284
"26","BR",0,"SSURGO",-109.809356185942,43.3333414217809
"27","BR",0,"SSURGO",-109.354950194377,42.780691405338
"28","BR",0,"SSURGO",-109.322868290769,42.8265857229451
"29","BR",0,"SSURGO",-109.760821894833,43.0620661102314
"30","BR",0,"SSURGO",-109.7574746671,43.3267031001457
"31","BR",0,"SSURGO",-109.784959118136,43.3396913445544
"32","BR",0,"SSURGO",-109.42259472291,42.9561709842544
"33","BR",0,"SSURGO",-109.915740556643,43.1750510083647
"34","BR",0,"SSURGO",-109.83697840885,43.1892310588802
"35","BR",0,"SSURGO",-109.819552670204,43.2356853451835
"36","BR",0,"SSURGO",-109.907592202421,43.258467977897
"37","BR",0,"SSURGO",-109.760211692395,43.1597252110377
"38","BR",0,"SSURGO",-109.289352055523,42.7814204886167
"39","BR",0,"SSURGO",-109.704149007616,43.0258713924794
"40","BR",0,"SSURGO",-109.712536832306,43.0794230923637
"41","BR",0,"SSURGO",-109.559498469538,42.9992857787609
"42","BR",0,"SSURGO",-109.835649757173,43.1384633806527
"43","BR",0,"SSURGO",-109.711772985436,43.1550081784206
"44","BR",0,"SSURGO",-109.721264768027,43.1369318027068
"45","BR",0,"SSURGO",-109.146488468348,42.7170476122969
"46","BR",0,"SSURGO",-110.139771822141,43.335074286604
"47","BR",0,"SSURGO",-109.905212408493,43.2461061570158
"48","BR",0,"SSURGO",-109.520511824935,42.9627318894848
"49","BR",0,"SSURGO",-110.122220071491,43.3355452150931
"50","BR",0,"SSURGO",-109.446252189735,42.9171420752515
"51","BR",0,"SSURGO",-109.18346568918,42.7294898270622
"52","BR",0,"SSURGO",-109.823083539975,43.3133217547468
"53","BR",0,"SSURGO",-109.874721921269,43.1507861963052
"54","BR",0,"SSURGO",-109.622324520276,43.1211623016054
"55","BR",0,"SSURGO",-109.797743653815,43.1482417669018
"56","BR",0,"SSURGO",-109.923850305901,43.2615749220895
"57","BR",0,"SSURGO",-109.90781997048,43.209324322115
"58","BR",0,"SSURGO",-109.892856475078,43.2237334819215
"59","BR",0,"SSURGO",-109.87258881851,43.2406470415884
"60","BR",0,"SSURGO",-109.862334231137,43.1829069465892
"61","BR",0,"SSURGO",-109.809369659666,43.1778357446094
"62","BR",0,"SSURGO",-109.885634353885,43.1978071638399
"63","BR",0,"SSURGO",-109.800847846863,43.2576203198962
"64","BR",0,"SSURGO",-109.793547847395,43.2875813492015
"65","BR",0,"SSURGO",-109.526223990368,42.9914508076011
"66","BR",0,"SSURGO",-109.801399888828,43.3436381949166
"67","BR",0,"SSURGO",-109.376726109642,42.9065710661155
"68","BR",0,"SSURGO",-109.716313195815,43.209448907011
"69","BR",0,"SSURGO",-109.776689225423,43.3596773479301
"70","BR",0,"SSURGO",-109.913672629614,43.2221042974779
"71","BR",0,"SSURGO",-109.870156753236,43.2264863735841
"72","BR",0,"SSURGO",-110.099027457969,43.2451500579382
"73","BR",0,"SSURGO",-109.874427564087,43.245646954338
"74","BR",0,"SSURGO",-109.181865049593,42.652196045958
"75","BR",0,"SSURGO",-109.295105184164,42.840647804245
"76","BR",0,"SSURGO",-109.8417467231,43.1445440997602
"77","BR",0,"SSURGO",-109.437171770036,42.908180497714
"78","BR",0,"SSURGO",-109.893498632377,43.2178094927379
"79","BR",0,"SSURGO",-109.893260845339,43.263743429284
"80","BR",0,"SSURGO",-109.734603947113,43.3495070705678
"81","BR",0,"SSURGO",-109.463574221895,42.9347680398931
"82","BR",0,"SSURGO",-109.824139047426,43.2598697565918
"83","BR",0,"SSURGO",-109.222995684156,42.7517262035334
"84","BR",0,"SSURGO",-109.905662362094,43.2007476360559
"85","BR",0,"SSURGO",-109.774472160557,43.3232852275179
"86","BR",0,"SSURGO",-109.876303474091,43.2886731391313
"87","BR",0,"SSURGO",-109.263627638409,42.7347255364503
"88","BR",0,"SSURGO",-109.766633179011,43.1894480357618
"89","BR",0,"SSURGO",-109.392446104073,42.8986700860979
"90","BR",0,"SSURGO",-109.329105931702,42.8304570737497
"91","BR",0,"SSURGO",-109.467406197032,42.9830137194762
"92","BR",0,"SSURGO",-109.587369301015,42.9938749958509
"93","BR",0,"SSURGO",-109.741856900552,43.177471699578
"94","BR",0,"SSURGO",-109.183345537997,42.6938309092019
"95","BR",0,"SSURGO",-109.108991376303,42.6424295691773
"96","BR",0,"SSURGO",-109.847651860674,43.1685982308159
"97","BR",0,"SSURGO",-109.752367593327,43.0518048171867
"98","BR",0,"SSURGO",-110.499057015413,41.8459491796323
"99","BR",0,"SSURGO",-110.3624799602,41.9461964501466
"100","BR",0,"SSURGO",-110.094756635883,41.8183164303865
"101","BR",0,"SSURGO",-109.754547898562,38.84177511681
"102","BR",0,"SSURGO",-109.638698630154,38.6333980539904
"103","BR",0,"SSURGO",-109.880883140907,38.6437879746148
"104","BR",0,"SSURGO",-110.007542498912,38.7067079045506
"105","BR",0,"SSURGO",-109.420203027222,38.7781302392453
"106","BR",0,"SSURGO",-109.941507873266,38.7098611887662
"107","BR",0,"SSURGO",-109.672310278281,38.7592300190269
"108","BR",0,"SSURGO",-109.680497576778,38.5652835759959
"109","BR",0,"SSURGO",-110.046422144774,38.7687333797233
"110","BR",0,"SSURGO",-109.686878052155,38.6376604106753
"111","BR",0,"SSURGO",-109.910513796925,38.6999095013747
"112","BR",0,"SSURGO",-109.665992069075,38.8367800782126
"113","BR",0,"SSURGO",-109.616510948734,38.5501751708304
"114","BR",0,"SSURGO",-109.644790587872,38.596923318842
"115","BR",0,"SSURGO",-109.386456479579,38.7638887433527
"116","BR",0,"SSURGO",-109.542273294757,38.8008531325078
"117","BR",0,"SSURGO",-109.608249468356,38.81960125826
"118","BR",0,"SSURGO",-109.709979732413,38.6782325027052
"119","BR",0,"SSURGO",-109.233591801462,38.9901344941748
"120","BR",0,"SSURGO",-109.92366765705,38.7001575429287
"121","BR",0,"SSURGO",-109.779454365216,38.6869649857632
"122","BR",0,"SSURGO",-109.639662792733,38.5860389914071
"123","BR",0,"SSURGO",-109.711803887295,38.6949988971958
"124","BR",0,"SSURGO",-109.738755975694,38.6970479039603
"125","BR",0,"SSURGO",-109.660789338121,38.5394635084022
"126","BR",0,"SSURGO",-109.635215748695,38.6274484256802
"127","BR",0,"SSURGO",-109.098621768027,39.111929568256
"128","BR",0,"SSURGO",-109.680633822067,38.8471909496264
"129","BR",0,"SSURGO",-109.696286334845,38.7926511664664
"130","BR",0,"SSURGO",-109.732280212631,38.7039586648794
"131","BR",0,"SSURGO",-109.817916199282,38.7229636024938
"132","BR",0,"SSURGO",-109.738580780603,38.6532004161322
"133","BR",0,"SSURGO",-110.01742179622,38.7978388852468
"134","BR",0,"SSURGO",-109.580070050543,38.8111740458008
"135","BR",0,"SSURGO",-109.683448640189,38.8481515492418
"136","BR",0,"SSURGO",-109.770778716298,38.6991072012975
"137","BR",0,"SSURGO",-109.787502377534,38.6485804507507
"138","BR",0,"SSURGO",-109.738031846003,38.7030224744966
"139","BR",0,"SSURGO",-109.758861272818,38.6614280921665
"140","BR",0,"SSURGO",-109.418402725009,38.7968123188561
"141","BR",0,"SSURGO",-109.644823643844,38.6628913421376
"142","BR",0,"SSURGO",-109.930413940595,38.7015405555373
"143","BR",0,"SSURGO",-109.495715503627,38.6896764315905
"144","BR",0,"SSURGO",-109.624320220206,38.5886632461654
"145","BR",0,"SSURGO",-109.349046665312,38.8268483918169
"146","BR",0,"SSURGO",-109.773016420182,38.85568227567
"147","BR",0,"SSURGO",-109.71986328523,38.8581930887764
"148","BR",0,"SSURGO",-109.263423178013,38.9524710272427
"149","BR",0,"SSURGO",-109.553457513532,38.8001778899165
"150","BR",0,"SSURGO",-109.749206681464,38.835114742127
"151","BR",0,"SSURGO",-110.070958363914,38.6979501832125
"152","BR",0,"SSURGO",-109.794077202767,38.7175868039184
"153","BR",0,"SSURGO",-109.903292635259,38.6475889257903
"154","BR",0,"SSURGO",-110.104283623253,38.7878477172984
"155","BR",0,"SSURGO",-109.742809176434,38.8303339796305
"156","BR",0,"SSURGO",-109.603514162958,38.8174404909408
"157","BR",0,"SSURGO",-110.086206188741,38.704191570776
"158","BR",0,"SSURGO",-109.761543080312,38.7171141961879
"159","BR",0,"SSURGO",-109.757102694694,38.6970450443669
"160","BR",0,"SSURGO",-109.490432372145,38.7376376568287
"161","BR",0,"SSURGO",-109.777680663843,38.7007108025997
"162","BR",0,"SSURGO",-109.979394190561,38.7299550854524
"163","BR",0,"SSURGO",-109.478874272767,38.7103954532915
"164","BR",0,"SSURGO",-109.990646719665,38.7726686015565
"165","BR",0,"SSURGO",-109.666532972863,38.5497928435484
"166","BR",0,"SSURGO",-109.052430507392,39.1195599673594
"167","BR",0,"SSURGO",-110.10155125366,38.8055037363015
"168","BR",0,"SSURGO",-109.797869737774,38.6498454321164
"169","BR",0,"SSURGO",-110.050480750974,38.7501813721661
"170","BR",0,"SSURGO",-109.941947528662,38.6425756637803
"171","BR",0,"SSURGO",-109.457751861229,38.7683647770945
"172","BR",0,"SSURGO",-109.433667615499,38.7566572462559
"173","BR",0,"SSURGO",-109.639173621435,38.6981691736796
"174","BR",0,"SSURGO",-109.68969014309,38.7730148097572
"175","BR",0,"SSURGO",-109.929466041172,38.6585077754233
"176","BR",0,"SSURGO",-109.782333621475,38.859670970365
"177","BR",0,"SSURGO",-109.997080367484,38.7066087400749
"178","BR",0,"SSURGO",-109.749065793976,38.6816070889496
"179","BR",0,"SSURGO",-109.518214076165,38.4484474682744
"180","BR",0,"SSURGO",-109.494445311792,38.4029814538783
"181","BR",0,"SSURGO",-109.64704795181,38.4187159399563
"182","BR",0,"SSURGO",-109.445541801776,38.3195021893651
"183","BR",0,"SSURGO",-109.295916306346,38.0923719036352
"184","BR",0,"SSURGO",-109.513968305627,37.9806073918026
"185","BR",0,"SSURGO",-109.697322163676,37.9493101821229
"186","BR",0,"SSURGO",-109.546012315265,38.4379430804885
"187","BR",0,"SSURGO",-110.118302913848,37.8354268111794
"188","BR",0,"SSURGO",-110.010137215032,37.9265401926227
"189","BR",0,"SSURGO",-110.133912457769,37.8528401578083
"190","BR",0,"SSURGO",-109.397603178904,38.4121549986319
"191","BR",0,"SSURGO",-109.525245155617,38.4011843435702
"192","BR",0,"SSURGO",-109.533446205134,38.5855132120114
"193","BR",0,"SSURGO",-109.190788345001,38.7861041049293
"194","BR",0,"SSURGO",-109.653050439491,38.4010584753407
"195","BR",0,"SSURGO",-109.745883047063,38.2161929757921
"196","BR",0,"SSURGO",-110.10207690573,37.9487206280128
"197","BR",0,"SSURGO",-109.127059307892,38.4480592744988
"198","BR",0,"SSURGO",-109.51408258786,38.024647424509
"199","BR",0,"SSURGO",-109.441885381393,38.1419158286845
"200","BR",0,"SSURGO",-109.360398204068,38.2126930934982
"201","BR",0,"SSURGO",-109.476957320542,38.1722588960095
"202","BR",0,"SSURGO",-109.292513933565,38.0893915261267
"203","BR",0,"SSURGO",-109.490134819314,38.2623308864562
"204","BR",0,"SSURGO",-109.894981048599,37.9948847842155
"205","BR",0,"SSURGO",-109.581275414887,38.0678609593567
"206","BR",0,"SSURGO",-109.830423002028,37.9738035871087
"207","BR",0,"SSURGO",-109.320700965046,38.0738504895853
"208","BR",0,"SSURGO",-109.597045307609,38.0717550967957
"209","BR",0,"SSURGO",-109.156333054887,38.9435390601361
"210","BR",0,"SSURGO",-109.265088012267,38.1013466451284
"211","BR",0,"SSURGO",-109.178722327857,38.1320027222639
"212","BR",0,"SSURGO",-109.130038759635,38.1217179137295
"213","BR",0,"SSURGO",-110.178373938434,37.8954188283227
"214","BR",0,"SSURGO",-109.65093869078,38.1210353319196
"215","BR",0,"SSURGO",-109.37451674771,38.0864357071696
"216","BR",0,"SSURGO",-109.605438619971,38.2978818800262
"217","BR",0,"SSURGO",-109.12363488376,38.7401100286394
"218","BR",0,"SSURGO",-109.386419018985,38.0930759910711
"219","BR",0,"SSURGO",-109.536345468197,38.5009369001249
"220","BR",0,"SSURGO",-110.086817844576,37.9126618472253
"221","BR",0,"SSURGO",-109.5297742876,38.0486405597009
"222","BR",0,"SSURGO",-109.585297594743,38.0640572771113
"223","BR",0,"SSURGO",-109.512618779962,38.2927613486766
"224","BR",0,"SSURGO",-109.494741955647,38.0669722327616
"225","BR",0,"SSURGO",-109.658680580623,38.2777966545507
"226","BR",0,"SSURGO",-109.380083933511,38.0552156199799
"227","BR",0,"SSURGO",-109.562909947173,38.1787059800498
"228","BR",0,"SSURGO",-109.823381461275,37.9400065050866
"229","BR",0,"SSURGO",-109.885560921374,37.906967476629
"230","BR",0,"SSURGO",-109.887904653853,37.9318865137189
"231","BR",0,"SSURGO",-109.882977186978,37.9525902973177
"232","BR",0,"SSURGO",-109.274537301011,38.5901689620825
"233","BR",0,"SSURGO",-109.667120827572,38.1380101176007
"234","BR",0,"SSURGO",-109.968858616848,37.9335051332845
"235","BR",0,"SSURGO",-109.172148109167,38.7795740780327
"236","BR",0,"SSURGO",-109.62271317139,38.5290748145555
"237","BR",0,"SSURGO",-109.603659407719,38.3048324539704
"238","BR",0,"SSURGO",-109.544002537375,38.0851572405488
"239","BR",0,"SSURGO",-109.382416578194,38.0954404012506
"240","BR",0,"SSURGO",-109.517284631807,37.9748760779703
"241","BR",0,"SSURGO",-109.341050134007,38.1029057944596
"242","BR",0,"SSURGO",-109.369569221226,38.0962317913462
"243","BR",0,"SSURGO",-109.501916543193,37.9759816030945
"244","BR",0,"SSURGO",-110.171859527374,37.830977925473
"245","BR",0,"SSURGO",-109.078252042685,38.6039285907606
"246","BR",0,"SSURGO",-109.05711742444,39.083946179895
"247","BR",0,"SSURGO",-109.981180664653,37.9643596735636
"248","BR",0,"SSURGO",-109.815302295319,37.9649537665836
"249","BR",0,"SSURGO",-109.105603449101,38.7821077768285
"250","BR",0,"SSURGO",-109.127150234371,39.0248296898297
"251","BR",0,"SSURGO",-109.554346724259,38.0172274093231
"252","BR",0,"SSURGO",-109.643520350613,38.2649366467608
"253","BR",0,"SSURGO",-109.560206605853,38.2656021302036
"254","BR",0,"SSURGO",-109.569621354507,38.27300220107
"255","BR",0,"SSURGO",-109.496752090998,38.4383702013949
"256","BR",0,"SSURGO",-109.681900697058,38.0717329522547
"257","BR",0,"SSURGO",-109.892342971076,38.0591057063064
"258","BR",0,"SSURGO",-109.955179340142,37.997458230062
"259","BR",0,"SSURGO",-109.403577845623,38.0558454389102
"260","BR",0,"SSURGO",-109.381401030163,38.2404262979655
"261","BR",0,"SSURGO",-109.681911922027,38.0677690612014
"262","BR",0,"SSURGO",-109.362932234752,38.6144553518766
"263","BR",0,"SSURGO",-109.981055139581,37.9947396569084
"264","BR",0,"SSURGO",-109.515740302657,38.2776687773259
"265","BR",0,"SSURGO",-109.602558652039,38.2806002202743
"266","BR",0,"SSURGO",-109.221464887422,38.1434825831629
"267","BR",0,"SSURGO",-109.870829306867,37.9021502236152
"268","BR",0,"SSURGO",-110.082139504907,37.8706821095702
"269","BR",0,"SSURGO",-109.593569503148,38.2954408239754
"270","BR",0,"SSURGO",-109.121258104629,38.1140764114634
"271","BR",0,"SSURGO",-109.970017171173,37.9022406476489
"272","BR",0,"SSURGO",-109.939804606735,37.9761893355862
"273","BR",0,"SSURGO",-109.475589008719,38.1196231773077
"274","BR",0,"SSURGO",-109.754978257487,38.1920205544909
"275","BR",0,"SSURGO",-109.524281344314,37.9877609574622
"276","BR",0,"SSURGO",-109.700815894716,38.3032944582449
"277","BR",0,"SSURGO",-109.389458198878,38.0862334771314
"278","BR",0,"SSURGO",-109.967291612036,37.9720982402541
"279","BR",0,"SSURGO",-109.681656999095,38.0598343253132
"280","BR",0,"SSURGO",-109.416353849826,38.0714950852433
"281","BR",0,"SSURGO",-109.371427698897,38.0807407617958
"282","BR",0,"SSURGO",-109.532942487834,38.0529528725902
"283","BR",0,"SSURGO",-109.865660112812,37.9662715928901
"284","BR",0,"SSURGO",-109.345742853098,38.0740913853648
"285","BR",0,"SSURGO",-109.465170086577,38.2696541713056
"286","BR",0,"SSURGO",-109.51514883045,38.3080594427373
"287","BR",0,"SSURGO",-109.451040046059,38.3203415292011
"288","BR",0,"SSURGO",-109.482409561426,38.328300526623
"289","BR",0,"SSURGO",-109.123409970331,38.9166455987674
"290","BR",0,"SSURGO",-109.092897441458,38.8739558318778
"291","BR",0,"SSURGO",-109.940932934089,37.9789070952668
"292","BR",0,"SSURGO",-109.56519329916,38.1201511474027
"293","BR",0,"SSURGO",-109.534169046844,38.0011029881955
"294","BR",0,"SSURGO",-109.70212526015,38.1781721860615
"295","BR",0,"SSURGO",-109.400495042484,38.1321304968868
"296","BR",0,"SSURGO",-109.703372019087,38.1413176473185
"297","BR",0,"SSURGO",-109.461409409771,38.4308270190543
"298","BR",0,"SSURGO",-109.754359395555,37.9542112071241
"299","BR",0,"SSURGO",-109.957642686933,37.9390477716974
"300","BR",0,"SSURGO",-109.524930465809,38.0342120025883
"301","BR",0,"SSURGO",-109.197631359964,38.1463081078929
"302","BR",0,"SSURGO",-109.409661178777,38.1026325199184
"303","BR",0,"SSURGO",-109.706335423749,38.1270829024774
"304","BR",0,"SSURGO",-109.571193329428,38.5504753504924
"305","BR",0,"SSURGO",-109.571277159304,38.2025945234696
"306","BR",0,"SSURGO",-109.500495481609,38.4459445914073
"307","BR",0,"SSURGO",-109.673803758503,38.4182953415939
"308","BR",0,"SSURGO",-109.156575236037,38.1343174213086
"309","BR",0,"SSURGO",-109.526528347338,37.9775170017544
"310","BR",0,"SSURGO",-109.653639992826,38.1878248307593
"311","BR",0,"SSURGO",-109.393980981182,38.1316855332477
"312","BR",0,"SSURGO",-109.093421915372,39.0137192923164
"313","BR",0,"SSURGO",-109.50052913696,38.6285455410948
"314","BR",0,"SSURGO",-109.695361840857,38.4417657057114
"315","BR",0,"SSURGO",-109.555259458655,38.5470796174783
"316","BR",0,"SSURGO",-109.171948983258,38.7454178127272
"317","BR",0,"SSURGO",-109.77441558119,37.952095845433
"318","BR",0,"SSURGO",-109.460762233696,38.5171723323126
"319","BR",0,"SSURGO",-109.680036186921,38.0450790124235
"320","BR",0,"SSURGO",-109.581807030413,38.326947966092
"321","BR",0,"SSURGO",-109.449013328979,38.3268549233548
"322","BR",0,"SSURGO",-109.945935637766,37.9769101152051
"323","BR",0,"SSURGO",-109.257155863918,38.0985213142429
"324","BR",0,"SSURGO",-109.667404007378,38.3087435904735
"325","BR",0,"SSURGO",-109.398063951096,38.0851086687248
"326","BR",0,"SSURGO",-109.510088245085,38.3064916282635
"327","BR",0,"SSURGO",-109.472754227202,38.3204152389576
"328","BR",0,"SSURGO",-109.333868247397,38.0597788919086
"329","BR",0,"SSURGO",-109.472392624894,37.9678459922659
"330","BR",0,"SSURGO",-109.677629076093,38.0801293012541
"331","BR",0,"SSURGO",-109.213123216675,38.1551046712708
"332","BR",0,"SSURGO",-109.232370366634,38.1539269915991
"333","BR",0,"SSURGO",-109.352226701394,38.4897681647003
"334","BR",0,"SSURGO",-109.549639180364,38.5165042927587
"335","BR",0,"SSURGO",-110.154667306074,37.8717112253982
"336","BR",0,"SSURGO",-109.562241390355,38.0395541480757
"337","BR",0,"SSURGO",-109.49380613581,37.9777884218005
"338","BR",0,"SSURGO",-109.712224809525,37.959810294989
"339","BR",0,"SSURGO",-109.595662493828,38.0438537153932
"340","BR",0,"SSURGO",-109.613905317928,38.0110518605647
"341","BR",0,"SSURGO",-109.060727195341,38.891467365553
"342","BR",0,"SSURGO",-109.473249434252,38.3616597978116
"343","BR",0,"SSURGO",-109.499048763374,38.1079048672635
"344","BR",0,"SSURGO",-109.988600350751,37.9446926586085
"345","BR",0,"SSURGO",-109.517573887253,37.9866402003565
"346","BR",0,"SSURGO",-109.471044191749,37.9617768623959
"347","BR",0,"SSURGO",-109.44344416819,38.3682859878372
"348","BR",0,"SSURGO",-109.828910099117,37.946848147536
"349","BR",0,"SSURGO",-109.07397457891,38.9837872527425
"350","BR",0,"SSURGO",-109.390355440663,38.584388443079
"351","BR",0,"SSURGO",-109.487785486896,38.3985668325316
"352","BR",0,"SSURGO",-109.603473775319,38.3988570582217
"353","BR",0,"SSURGO",-109.550288840967,38.2329294675887
"354","BR",0,"SSURGO",-109.347714517267,38.2147293268962
"355","BR",0,"SSURGO",-109.534766221406,38.3341297846338
"356","BR",0,"SSURGO",-109.897088081493,38.050360058774
"357","BR",0,"SSURGO",-109.317429933661,38.21844868793
"358","BR",0,"SSURGO",-109.055153121405,38.1925072470348
"359","BR",0,"SSURGO",-109.586579364906,38.0715057321264
"360","BR",0,"SSURGO",-109.719574031653,38.4582305137659
"361","BR",0,"SSURGO",-109.05882471146,38.9021034811256
"362","BR",0,"SSURGO",-109.064068188748,39.0742830060967
"363","BR",0,"SSURGO",-110.182821201313,37.8291610686046
"364","BR",0,"SSURGO",-109.146661678985,38.9932815342139
"365","BR",0,"SSURGO",-109.70617644506,38.1448177519853
"366","BR",0,"SSURGO",-109.70565688629,38.1386195381502
"367","BR",0,"SSURGO",-109.61136681304,38.3375441700979
"368","BR",0,"SSURGO",-109.83785415482,38.0295960550627
"369","BR",0,"SSURGO",-109.30385278506,38.7661350275258
"370","BR",0,"SSURGO",-109.124389812564,38.7971409670428
"371","BR",0,"SSURGO",-110.098097541363,37.8044873907085
"372","BR",0,"SSURGO",-109.462791567951,38.5365570642275
"373","BR",0,"SSURGO",-109.146098768476,38.2844697446463
"374","BR",0,"SSURGO",-109.507314879779,38.0518700712663
"375","BR",0,"SSURGO",-109.324093188512,38.2241362682387
"376","BR",0,"SSURGO",-109.519286521457,38.2846356670796
"377","BR",0,"SSURGO",-109.513602551611,37.9714457625207
"378","BR",0,"SSURGO",-109.65564367637,38.4587704201842
"379","BR",0,"SSURGO",-109.278773743714,38.2160658979661
"380","BR",0,"SSURGO",-109.551263000035,38.2305017199911
"381","BR",0,"SSURGO",-109.434538659447,38.1299681945793
"382","BR",0,"SSURGO",-109.509380281302,38.2958562462735
"383","BR",0,"SSURGO",-109.458432512559,38.0612052905523
"384","BR",0,"SSURGO",-109.855732033858,38.0497846503581
"385","BR",0,"SSURGO",-109.762320774268,37.9377458760206
"386","BR",0,"SSURGO",-109.520641437963,37.9640982286266
"387","BR",0,"SSURGO",-109.079430544455,38.9539303661077
"388","BR",0,"SSURGO",-109.564496083959,38.2195636330898
"389","BR",0,"SSURGO",-109.509132381222,38.2148445678671
"390","BR",0,"SSURGO",-109.835406971455,37.9776518330715
"391","BR",0,"SSURGO",-109.459121725311,38.3205857602962
"392","BR",0,"SSURGO",-109.895216956686,37.8839842908382
"393","BR",0,"SSURGO",-109.55210112863,38.1089454883332
"394","BR",0,"SSURGO",-109.515019587723,38.4591394330411
"395","BR",0,"SSURGO",-109.636517933164,38.3672056654149
"396","BR",0,"SSURGO",-109.612837331863,38.2965766410286
"397","BR",0,"SSURGO",-109.146887360401,38.1101250938955
"398","BR",0,"SSURGO",-109.559359759945,38.370503466873
"399","BR",0,"SSURGO",-109.806016945304,37.9756520685687
"400","BR",0,"SSURGO",-109.907423563652,37.9247163060412
"401","BR",0,"SSURGO",-109.339766418899,38.1808565397138
"402","BR",0,"SSURGO",-110.071240159806,37.8678571055026
"403","BR",0,"SSURGO",-109.381286616582,38.5700169071653
"404","BR",0,"SSURGO",-109.499276835226,38.3221071792802
"405","BR",0,"SSURGO",-109.174442825179,38.1434712481487
"406","BR",0,"SSURGO",-109.435215586048,38.0962753323024
"407","BR",0,"SSURGO",-109.39792012032,38.0541969859044
"408","BR",0,"SSURGO",-109.592870113634,38.2870248966249
"409","BR",0,"SSURGO",-109.481692044056,37.9703744228099
"410","BR",0,"SSURGO",-109.358139705408,38.0680152651636
"411","BR",0,"SSURGO",-109.805992246803,38.002508757205
"412","BR",0,"SSURGO",-109.515398238613,38.2577662771909
"413","BR",0,"SSURGO",-109.607336091097,38.0535604683496
"414","BR",0,"SSURGO",-109.681835115334,38.0557085213407
"415","BR",0,"SSURGO",-109.562351146939,38.2672528066942
"416","BR",0,"SSURGO",-109.082640797629,38.9546970900959
"417","BR",0,"SSURGO",-109.693081514689,38.1546862387092
"418","BR",0,"SSURGO",-109.124954355164,38.956209170621
"419","BR",0,"SSURGO",-109.517715116252,37.9971818118204
"420","BR",0,"SSURGO",-109.800610967113,37.9963426076134
"421","BR",0,"SSURGO",-109.313531630074,38.1786625592402
"422","BR",0,"SSURGO",-109.133334530945,38.1702947161693
"423","BR",0,"SSURGO",-109.67933781216,37.9475977023652
"424","BR",0,"SSURGO",-109.195805166546,38.9562158199174
"425","BR",0,"SSURGO",-109.893960526055,37.9587006959272
"426","BR",0,"SSURGO",-109.64065799353,38.55832409661
"427","BR",0,"SSURGO",-109.285402766742,38.2524984014403
"428","BR",0,"SSURGO",-109.181323236742,38.9738059632306
"429","BR",0,"SSURGO",-109.89058519228,37.8991941942488
"430","BR",0,"SSURGO",-110.206688683447,37.8557407660526
"431","BR",0,"SSURGO",-109.632263836958,38.5055553305392
"432","BR",0,"SSURGO",-109.483630674556,38.0209677228053
"433","BR",0,"SSURGO",-109.693225437377,38.4278964530173
"434","BR",0,"SSURGO",-109.567024930023,38.4034174829805
"435","BR",0,"SSURGO",-109.54320343878,38.221424311684
"436","BR",0,"SSURGO",-109.404906148135,38.4844418368867
"437","BR",0,"SSURGO",-109.711663965095,38.4748326643042
"438","BR",0,"SSURGO",-109.237525097356,38.7825466518457
"439","BR",0,"SSURGO",-109.525262841124,38.0436986324068
"440","BR",0,"SSURGO",-109.712448297177,38.2388102193288
"441","BR",0,"SSURGO",-109.478842279573,38.1948952585854
"442","BR",0,"SSURGO",-109.454107879041,38.2301440093494
"443","BR",0,"SSURGO",-109.38200958568,38.2178309833829
"444","BR",0,"SSURGO",-109.721381894287,38.4002187806719
"445","BR",0,"SSURGO",-109.822445657805,38.0069221009357
"446","BR",0,"SSURGO",-109.208079500851,38.8863308778693
"447","BR",0,"SSURGO",-109.721173842092,38.4133811290897
"448","BR",0,"SSURGO",-109.70619712188,38.2338703778174
"449","BR",0,"SSURGO",-109.726494164978,38.2214738488426
"450","BR",0,"SSURGO",-109.600981184004,38.1980101908358
"451","BR",0,"SSURGO",-109.192106940618,38.7987607535679
"452","BR",0,"SSURGO",-109.198170356195,38.7413595021205
"453","BR",0,"SSURGO",-109.388798000202,38.5443008992424
